Participant;Item;RT_ms;Step;Iteration;Voice;Condition;Response;VoiceCond
NX92;wit;589,2349998;1;4;female;i;i;female_i
NX92;wit;212,21;3;5;female;i;i;female_i
NX92;wit;989,18;2;5;female;i;i;female_i
NX92;wit;389,7249999;4;5;female;i;i;female_i
NX92;wit;217,53;1;5;female;i;i;female_i
NX92;wit;382,7800001;3;6;female;i;i;female_i
NX92;wit;921,1900001;2;6;female;i;i;female_i
NX92;wit;325,77;4;6;female;i;i;female_i
NX92;wit;314,8400001;1;6;female;i;i;female_i
NX92;wit;689,365;3;7;female;i;i;female_i
NX92;wit;706,455;2;7;female;i;i;female_i
NX92;wit;249,78;4;7;female;i;i;female_i
NX92;wit;295,8150001;1;7;female;i;i;female_i
NX92;wit;334,975;3;8;female;i;i;female_i
NX92;wit;65,45499992;2;8;female;i;i;female_i
NX92;wit;831,6550001;4;8;female;i;i;female_i
NX92;wit;411,3350001;1;8;female;i;i;female_i
OV64;bid;567,2549999;3;1;male;ie;i;male_ie
OV64;bid;544,7500001;2;1;male;ie;i;male_ie
OV64;bid;605,3900002;1;1;male;ie;i;male_ie
OV64;bid;397,11;4;1;male;ie;i;male_ie
OV64;bid;689,6050002;3;2;male;ie;i;male_ie
OV64;bid;592,9699999;2;2;male;ie;i;male_ie
OV64;bid;970,9349999;1;2;male;ie;i;male_ie
OV64;bid;943,4400001;4;2;male;ie;i;male_ie
OV64;bid;741,72;3;3;male;ie;i;male_ie
OV64;bid;487,3400002;2;3;male;ie;i;male_ie
OV64;bid;735,78;1;3;male;ie;i;male_ie
OV64;bid;669,395;4;3;male;ie;i;male_ie
OV64;bid;709,2749998;3;4;male;ie;i;male_ie
OV64;bid;587,9899999;2;4;male;ie;i;male_ie
OV64;bid;511,5150001;1;4;male;ie;i;male_ie
OV64;bid;669,065;4;4;male;ie;i;male_ie
OV64;bid;741,995;3;5;male;ie;i;male_ie
OV64;bid;440,3350002;2;5;male;ie;i;male_ie
OV64;bid;440,5100001;1;5;male;ie;i;male_ie
OV64;bid;530,76;4;5;male;ie;i;male_ie
OV64;bid;475,415;3;6;male;ie;i;male_ie
OV64;bid;454,7949999;2;6;male;ie;i;male_ie
OV64;bid;490,585;1;6;male;ie;i;male_ie
OV64;bid;596,32;4;6;male;ie;i;male_ie
OV64;bid;421,8000001;3;7;male;ie;i;male_ie
OV64;bid;460,2650001;2;7;male;ie;i;male_ie
OV64;bid;381,14;1;7;male;ie;i;male_ie
OV64;bid;587,3799999;4;7;male;ie;i;male_ie
OV64;bid;540,6500001;3;8;male;ie;i;male_ie
OV64;bid;740,925;2;8;male;ie;i;male_ie
OV64;bid;431,51;1;8;male;ie;i;male_ie
OV64;bid;455,0650001;4;8;male;ie;i;male_ie
OV64;kist;504,1649998;2;1;male;ie;i;male_ie
OV64;kist;440,5149999;3;1;male;ie;i;male_ie
OV64;kist;728,96;4;1;male;ie;ie;male_ie
OV64;kist;598,4199999;1;1;male;ie;i;male_ie
OV64;kist;628,4350001;2;2;male;ie;i;male_ie
OV64;kist;765,3049999;3;2;male;ie;i;male_ie
OV64;kist;622,8099999;4;2;male;ie;ie;male_ie
OV64;kist;624,785;1;2;male;ie;i;male_ie
OV64;kist;1011,13;2;3;male;ie;i;male_ie
OV64;kist;662,5649999;3;3;male;ie;i;male_ie
OV64;kist;535,775;4;3;male;ie;ie;male_ie
OV64;kist;555,99;1;3;male;ie;i;male_ie
OV64;kist;501,47;2;4;male;ie;i;male_ie
OV64;kist;646,71;3;4;male;ie;ie;male_ie
OV64;kist;423,37;4;4;male;ie;ie;male_ie
OV64;kist;671,54;1;4;male;ie;i;male_ie
OV64;kist;1345,88;2;5;male;ie;ie;male_ie
OV64;kist;371,755;3;5;male;ie;i;male_ie
OV64;kist;694,5100001;4;5;male;ie;ie;male_ie
OV64;kist;536,4399999;1;5;male;ie;i;male_ie
OV64;kist;526,4650001;2;6;male;ie;i;male_ie
OV64;kist;824,5099999;3;6;male;ie;i;male_ie
OV64;kist;493,31;4;6;male;ie;ie;male_ie
OV64;kist;609,07;1;6;male;ie;i;male_ie
OV64;kist;463,3399998;2;7;male;ie;i;male_ie
OV64;kist;801,7600002;3;7;male;ie;i;male_ie
OV64;kist;441,135;4;7;male;ie;ie;male_ie
OV64;kist;424,9400001;1;7;male;ie;i;male_ie
OV64;kist;897,3449999;2;8;male;ie;i;male_ie
OV64;kist;700,7500001;3;8;male;ie;i;male_ie
OV64;kist;1070,82;4;8;male;ie;ie;male_ie
OV64;kist;544,18;1;8;male;ie;i;male_ie
OV64;lig;653,3550001;1;1;male;ie;i;male_ie
OV64;lig;519,175;2;1;male;ie;i;male_ie
OV64;lig;598,0749999;3;1;male;ie;i;male_ie
OV64;lig;387,8949999;4;1;male;ie;i;male_ie
OV64;lig;581,52;1;2;male;ie;i;male_ie
OV64;lig;515,1750001;2;2;male;ie;i;male_ie
OV64;lig;450,745;3;2;male;ie;i;male_ie
OV64;lig;527,27;4;2;male;ie;i;male_ie
OV64;lig;397,99;1;3;male;ie;i;male_ie
OV64;lig;542,165;2;3;male;ie;i;male_ie
OV64;lig;562,4800001;3;3;male;ie;i;male_ie
OV64;lig;587,4599998;4;3;male;ie;i;male_ie
OV64;lig;637,595;1;4;male;ie;i;male_ie
OV64;lig;475,7900001;2;4;male;ie;i;male_ie
OV64;lig;541,4499999;3;4;male;ie;i;male_ie
OV64;lig;588,0699998;4;4;male;ie;i;male_ie
OV64;lig;426,8200002;1;5;male;ie;i;male_ie
OV64;lig;395,9600001;2;5;male;ie;i;male_ie
OV64;lig;399,13;3;5;male;ie;i;male_ie
OV64;lig;366,8500001;4;5;male;ie;i;male_ie
OV64;lig;476,8950001;1;6;male;ie;i;male_ie
OV64;lig;477,5349998;2;6;male;ie;i;male_ie
OV64;lig;483,575;3;6;male;ie;i;male_ie
OV64;lig;415,9300001;4;6;male;ie;i;male_ie
OV64;lig;298,2750002;1;7;male;ie;i;male_ie
OV64;lig;295,8;2;7;male;ie;i;male_ie
OV64;lig;378,7;3;7;male;ie;i;male_ie
OV64;lig;485,1000002;4;7;male;ie;i;male_ie
OV64;lig;454,4900001;1;8;male;ie;i;male_ie
OV64;lig;632,6599999;2;8;male;ie;i;male_ie
OV64;lig;441,7699999;3;8;male;ie;i;male_ie
OV64;lig;464,585;4;8;male;ie;i;male_ie
OV64;vis;1299,08;2;1;male;ie;i;male_ie
OV64;vis;467,655;1;1;male;ie;i;male_ie
OV64;vis;322,78;4;1;male;ie;i;male_ie
OV64;vis;734,375;3;1;male;ie;i;male_ie
OV64;vis;415,0750001;2;2;male;ie;i;male_ie
OV64;vis;477,3900001;1;2;male;ie;i;male_ie
OV64;vis;328,7250001;4;2;male;ie;i;male_ie
OV64;vis;928,455;3;2;male;ie;i;male_ie
OV64;vis;437,5400001;2;3;male;ie;i;male_ie
OV64;vis;495,53;1;3;male;ie;i;male_ie
OV64;vis;301,645;4;3;male;ie;i;male_ie
OV64;vis;545,1499999;3;3;male;ie;i;male_ie
OV64;vis;596,4600001;2;4;male;ie;i;male_ie
OV64;vis;408,2500001;1;4;male;ie;i;male_ie
OV64;vis;727,8549999;4;4;male;ie;i;male_ie
OV64;vis;538,495;3;4;male;ie;i;male_ie
OV64;vis;645,06;2;5;male;ie;i;male_ie
OV64;vis;784,975;1;5;male;ie;i;male_ie
OV64;vis;388,7349998;4;5;male;ie;i;male_ie
OV64;vis;415,0400001;3;5;male;ie;i;male_ie
OV64;vis;486,975;2;6;male;ie;i;male_ie
OV64;vis;429,8399999;1;6;male;ie;i;male_ie
OV64;vis;422,0999999;4;6;male;ie;i;male_ie
OV64;vis;390,16;3;6;male;ie;i;male_ie
OV64;vis;303,26;2;7;male;ie;i;male_ie
OV64;vis;274,74;1;7;male;ie;i;male_ie
OV64;vis;307,0799999;4;7;male;ie;i;male_ie
OV64;vis;288,3600001;3;7;male;ie;i;male_ie
OV64;vis;358,03;2;8;male;ie;i;male_ie
OV64;vis;364,875;1;8;male;ie;i;male_ie
OV64;vis;354,02;4;8;male;ie;i;male_ie
OV64;vis;157,5199999;3;8;male;ie;i;male_ie
OV64;wit;500,9700002;2;1;male;ie;i;male_ie
OV64;wit;560,6450001;1;1;male;ie;i;male_ie
OV64;wit;544,4100001;3;1;male;ie;i;male_ie
OV64;wit;619,2350001;4;1;male;ie;ie;male_ie
OV64;wit;447,1549999;2;2;male;ie;i;male_ie
OV64;wit;628,2899999;1;2;male;ie;i;male_ie
OV64;wit;479,8600001;3;2;male;ie;i;male_ie
OV64;wit;660,0299999;4;2;male;ie;ie;male_ie
OV64;wit;557,8350001;2;3;male;ie;i;male_ie
OV64;wit;1241,465;1;3;male;ie;i;male_ie
OV64;wit;586,14;3;3;male;ie;i;male_ie
OV64;wit;650,8099998;4;3;male;ie;ie;male_ie
OV64;wit;538,92;2;4;male;ie;i;male_ie
OV64;wit;601,09;1;4;male;ie;i;male_ie
OV64;wit;522,44;3;4;male;ie;i;male_ie
OV64;wit;655,6249999;4;4;male;ie;ie;male_ie
OV64;wit;599,645;2;5;male;ie;i;male_ie
OV64;wit;524,0199999;1;5;male;ie;i;male_ie
OV64;wit;383,955;3;5;male;ie;i;male_ie
OV64;wit;813,42;4;5;male;ie;ie;male_ie
OV64;wit;458,8349999;2;6;male;ie;i;male_ie
OV64;wit;504,8150001;1;6;male;ie;i;male_ie
OV64;wit;626,8500001;3;6;male;ie;i;male_ie
OV64;wit;673,99;4;6;male;ie;i;male_ie
OV64;wit;368,21;2;7;male;ie;i;male_ie
OV64;wit;366,4850001;1;7;male;ie;i;male_ie
OV64;wit;318,6550001;3;7;male;ie;i;male_ie
OV64;wit;600,965;4;7;male;ie;ie;male_ie
OV64;wit;399,1650001;2;8;male;ie;i;male_ie
OV64;wit;629,0750001;1;8;male;ie;i;male_ie
OV64;wit;428,8299999;3;8;male;ie;i;male_ie
OV64;wit;631,205;4;8;male;ie;ie;male_ie
PU79;bid;682,445;4;1;male;i;i;male_i
PU79;bid;836,26;2;1;male;i;i;male_i
PU79;bid;398,33;1;1;male;i;i;male_i
PU79;bid;295,285;3;1;male;i;i;male_i
PU79;bid;203,92;4;2;male;i;i;male_i
PU79;bid;128,3550001;2;2;male;i;i;male_i
PU79;bid;319,0199999;1;2;male;i;i;male_i
PU79;bid;177,53;3;2;male;i;i;male_i
PU79;bid;130,045;4;3;male;i;i;male_i
PU79;bid;79,11000005;2;3;male;i;i;male_i
PU79;bid;31,3700001;1;3;male;i;i;male_i
PU79;bid;243,855;3;3;male;i;i;male_i
PU79;bid;135,815;4;4;male;i;i;male_i
PU79;bid;186,005;2;4;male;i;i;male_i
PU79;bid;71,77499996;1;4;male;i;i;male_i
PU79;bid;1248,545;3;4;male;i;i;male_i
PU79;bid;155,6800001;4;5;male;i;i;male_i
PU79;bid;124,5800001;2;5;male;i;i;male_i
PU79;bid;189,26;1;5;male;i;i;male_i
PU79;bid;65,60499989;3;5;male;i;i;male_i
PU79;bid;196,855;4;6;male;i;i;male_i
PU79;bid;102,4;2;6;male;i;i;male_i
PU79;bid;250,9250001;1;6;male;i;i;male_i
PU79;bid;116,75;3;6;male;i;i;male_i
PU79;bid;122,065;4;7;male;i;i;male_i
PU79;bid;113,49;2;7;male;i;i;male_i
PU79;bid;108,155;1;7;male;i;i;male_i
PU79;bid;441,1800001;3;7;male;i;i;male_i
PU79;bid;83,86999997;4;8;male;i;i;male_i
PU79;bid;48,39000001;2;8;male;i;i;male_i
PU79;bid;130,4800001;1;8;male;i;i;male_i
PU79;bid;85,31500003;3;8;male;i;i;male_i
PU79;kist;296,49;2;1;male;i;i;male_i
PU79;kist;227,145;3;1;male;i;i;male_i
PU79;kist;370,335;1;1;male;i;i;male_i
PU79;kist;739,37;4;1;male;i;i;male_i
PU79;kist;291,9600001;2;2;male;i;i;male_i
PU79;kist;287,685;3;2;male;i;i;male_i
PU79;kist;226,23;1;2;male;i;i;male_i
PU79;kist;306,605;4;2;male;i;ie;male_i
PU79;kist;97,82499995;2;3;male;i;i;male_i
PU79;kist;481,6300001;3;3;male;i;ie;male_i
PU79;kist;20,76500002;1;3;male;i;i;male_i
PU79;kist;378,4700001;4;3;male;i;ie;male_i
PU79;kist;115,45;2;4;male;i;i;male_i
PU79;kist;1359,04;3;4;male;i;i;male_i
PU79;kist;47,44999995;1;4;male;i;i;male_i
PU79;kist;227,51;4;4;male;i;ie;male_i
PU79;kist;193,055;2;5;male;i;i;male_i
PU79;kist;530,19;3;5;male;i;ie;male_i
PU79;kist;131,47;1;5;male;i;i;male_i
PU79;kist;328,135;4;5;male;i;ie;male_i
PU79;kist;228,41;2;6;male;i;i;male_i
PU79;kist;256,7349999;3;6;male;i;ie;male_i
PU79;kist;225,13;1;6;male;i;i;male_i
PU79;kist;118,565;4;6;male;i;ie;male_i
PU79;kist;1016,27;2;7;male;i;ie;male_i
PU79;kist;266,2200001;3;7;male;i;ie;male_i
PU79;kist;179,0949999;1;7;male;i;i;male_i
PU79;kist;342,155;4;7;male;i;ie;male_i
PU79;kist;326,655;2;8;male;i;ie;male_i
PU79;kist;337,4750001;3;8;male;i;ie;male_i
PU79;kist;155,205;1;8;male;i;i;male_i
PU79;kist;295,32;4;8;male;i;ie;male_i
PU79;lig;1479,255;3;1;male;i;i;male_i
PU79;lig;233,84;1;1;male;i;i;male_i
PU79;lig;227,9749999;4;1;male;i;i;male_i
PU79;lig;181,3299999;2;1;male;i;i;male_i
PU79;lig;331,04;3;2;male;i;i;male_i
PU79;lig;181,935;1;2;male;i;i;male_i
PU79;lig;466,915;4;2;male;i;i;male_i
PU79;lig;251,455;2;2;male;i;i;male_i
PU79;lig;185,575;3;3;male;i;i;male_i
PU79;lig;118,2250001;1;3;male;i;i;male_i
PU79;lig;33,64499996;4;3;male;i;i;male_i
PU79;lig;296,965;2;3;male;i;i;male_i
PU79;lig;26,47000004;3;4;male;i;i;male_i
PU79;lig;2784,67;1;4;male;i;i;male_i
PU79;lig;181,52;4;4;male;i;i;male_i
PU79;lig;61,31000002;2;4;male;i;i;male_i
PU79;lig;160,29;3;5;male;i;i;male_i
PU79;lig;156,235;1;5;male;i;i;male_i
PU79;lig;154,52;4;5;male;i;i;male_i
PU79;lig;221,745;2;5;male;i;i;male_i
PU79;lig;8,994999924;3;6;male;i;i;male_i
PU79;lig;124,8400001;1;6;male;i;i;male_i
PU79;lig;191,625;4;6;male;i;i;male_i
PU79;lig;178,0000001;2;6;male;i;i;male_i
PU79;lig;141,86;3;7;male;i;i;male_i
PU79;lig;903,4249999;1;7;male;i;i;male_i
PU79;lig;139,495;4;7;male;i;i;male_i
PU79;lig;311,8949999;2;7;male;i;i;male_i
PU79;lig;131,16;3;8;male;i;i;male_i
PU79;lig;2667,565;1;8;male;i;i;male_i
PU79;lig;277,615;4;8;male;i;i;male_i
PU79;lig;137,26;2;8;male;i;i;male_i
PU79;vis;873,3699999;1;1;male;i;i;male_i
PU79;vis;97,18499996;2;1;male;i;i;male_i
PU79;vis;199,1750001;3;1;male;i;i;male_i
PU79;vis;273,18;4;1;male;i;i;male_i
PU79;vis;442,9049999;1;2;male;i;i;male_i
PU79;vis;283,22;2;2;male;i;i;male_i
PU79;vis;456,51;3;2;male;i;i;male_i
PU79;vis;649,875;4;2;male;i;ie;male_i
PU79;vis;347,37;1;3;male;i;i;male_i
PU79;vis;987,4150001;2;3;male;i;ie;male_i
PU79;vis;528,145;3;3;male;i;i;male_i
PU79;vis;62,20499997;4;3;male;i;ie;male_i
PU79;vis;192,165;1;4;male;i;i;male_i
PU79;vis;1118,49;2;4;male;i;ie;male_i
PU79;vis;1388,425;3;4;male;i;i;male_i
PU79;vis;137,68;4;4;male;i;i;male_i
PU79;vis;170,01;1;5;male;i;i;male_i
PU79;vis;152,01;2;5;male;i;i;male_i
PU79;vis;1569,835;3;5;male;i;i;male_i
PU79;vis;564,4250001;4;5;male;i;i;male_i
PU79;vis;236,6750001;1;6;male;i;i;male_i
PU79;vis;252,885;2;6;male;i;i;male_i
PU79;vis;1171,31;3;6;male;i;ie;male_i
PU79;vis;373,535;4;6;male;i;ie;male_i
PU79;vis;378,5399999;1;7;male;i;i;male_i
PU79;vis;527,66;2;7;male;i;i;male_i
PU79;vis;483,28;3;7;male;i;i;male_i
PU79;vis;929,7150001;4;7;male;i;ie;male_i
PU79;vis;790,5349999;1;8;male;i;i;male_i
PU79;vis;659,89;2;8;male;i;i;male_i
PU79;vis;678,99;3;8;male;i;ie;male_i
PU79;vis;196,1699999;4;8;male;i;i;male_i
PU79;wit;471,135;1;1;male;i;i;male_i
PU79;wit;326,4400001;2;1;male;i;i;male_i
PU79;wit;403,875;3;1;male;i;i;male_i
PU79;wit;568,13;4;1;male;i;ie;male_i
PU79;wit;208,075;1;2;male;i;i;male_i
PU79;wit;274,265;2;2;male;i;i;male_i
PU79;wit;275,355;3;2;male;i;i;male_i
PU79;wit;275,39;4;2;male;i;ie;male_i
PU79;wit;181,94;1;3;male;i;i;male_i
PU79;wit;73,04499997;2;3;male;i;i;male_i
PU79;wit;342,65;3;3;male;i;i;male_i
PU79;wit;427,395;4;3;male;i;ie;male_i
PU79;wit;321,435;1;4;male;i;i;male_i
PU79;wit;222,71;2;4;male;i;i;male_i
PU79;wit;463,37;3;4;male;i;i;male_i
PU79;wit;433,92;4;4;male;i;ie;male_i
PU79;wit;138,775;1;5;male;i;i;male_i
PU79;wit;113,745;2;5;male;i;i;male_i
PU79;wit;186,6100001;3;5;male;i;i;male_i
PU79;wit;130,6850001;4;5;male;i;ie;male_i
PU79;wit;409,76;1;6;male;i;i;male_i
PU79;wit;401,77;2;6;male;i;i;male_i
PU79;wit;652,825;3;6;male;i;i;male_i
PU79;wit;175,32;4;6;male;i;ie;male_i
PU79;wit;284,8649999;1;7;male;i;i;male_i
PU79;wit;293,9650001;2;7;male;i;i;male_i
PU79;wit;90,51499993;3;7;male;i;i;male_i
PU79;wit;172,2400001;4;7;male;i;ie;male_i
PU79;wit;190,77;1;8;male;i;i;male_i
PU79;wit;195,9299999;2;8;male;i;i;male_i
PU79;wit;218,0549999;3;8;male;i;i;male_i
PU79;wit;133,0550001;4;8;male;i;ie;male_i
QX03;bid;968,115;3;1;male;i;i;male_i
QX03;bid;935,235;2;1;male;i;i;male_i
QX03;bid;723,74;1;1;male;i;i;male_i
QX03;bid;881,115;4;1;male;i;i;male_i
QX03;bid;868,21;3;2;male;i;i;male_i
QX03;bid;834,625;2;2;male;i;i;male_i
QX03;bid;548,555;1;2;male;i;i;male_i
QX03;bid;740,93;4;2;male;i;i;male_i
QX03;bid;1415,415;3;3;male;i;i;male_i
QX03;bid;1061,54;2;3;male;i;i;male_i
QX03;bid;554,465;1;3;male;i;i;male_i
QX03;bid;737,02;4;3;male;i;i;male_i
QX03;bid;555,36;3;4;male;i;i;male_i
QX03;bid;704,14;2;4;male;i;i;male_i
QX03;bid;744,585;1;4;male;i;i;male_i
QX03;bid;518,805;4;4;male;i;i;male_i
QX03;bid;768,195;3;5;male;i;ie;male_i
QX03;bid;552,99;2;5;male;i;i;male_i
QX03;bid;804,605;1;5;male;i;i;male_i
QX03;bid;646,015;4;5;male;i;i;male_i
QX03;bid;707,27;3;6;male;i;i;male_i
QX03;bid;624,9;2;6;male;i;i;male_i
QX03;bid;575,42;1;6;male;i;i;male_i
QX03;bid;427,785;4;6;male;i;i;male_i
QX03;bid;555,515;3;7;male;i;ie;male_i
QX03;bid;685,865;2;7;male;i;i;male_i
QX03;bid;664,19;1;7;male;i;i;male_i
QX03;bid;446,99;4;7;male;i;i;male_i
QX03;bid;874,43;3;8;male;i;i;male_i
QX03;bid;570,145;2;8;male;i;i;male_i
QX03;bid;643,915;1;8;male;i;i;male_i
QX03;bid;630,86;4;8;male;i;i;male_i
QX03;kist;622,245;2;1;male;i;i;male_i
QX03;kist;1006,105;4;1;male;i;ie;male_i
QX03;kist;900,885;3;1;male;i;ie;male_i
QX03;kist;556,105;1;1;male;i;i;male_i
QX03;kist;1462,575;2;2;male;i;i;male_i
QX03;kist;717,34;4;2;male;i;ie;male_i
QX03;kist;533,595;3;2;male;i;ie;male_i
QX03;kist;718,965;1;2;male;i;ie;male_i
QX03;kist;721,635;2;3;male;i;i;male_i
QX03;kist;656,695;4;3;male;i;ie;male_i
QX03;kist;758,425;3;3;male;i;ie;male_i
QX03;kist;653,665;1;3;male;i;ie;male_i
QX03;kist;1250,16;2;4;male;i;ie;male_i
QX03;kist;594,145;4;4;male;i;ie;male_i
QX03;kist;1028,49;3;4;male;i;i;male_i
QX03;kist;698,42;1;4;male;i;i;male_i
QX03;kist;570,73;2;5;male;i;i;male_i
QX03;kist;573,76;4;5;male;i;ie;male_i
QX03;kist;669,77;3;5;male;i;i;male_i
QX03;kist;575,43;1;5;male;i;i;male_i
QX03;kist;681,79;2;6;male;i;i;male_i
QX03;kist;865,84;4;6;male;i;i;male_i
QX03;kist;557,545;3;6;male;i;ie;male_i
QX03;kist;370,88;1;6;male;i;i;male_i
QX03;kist;502,88;2;7;male;i;i;male_i
QX03;kist;509,38;4;7;male;i;i;male_i
QX03;kist;626,855;3;7;male;i;i;male_i
QX03;kist;558,02;1;7;male;i;i;male_i
QX03;kist;527,635;2;8;male;i;i;male_i
QX03;kist;507,04;4;8;male;i;i;male_i
QX03;kist;685,985;3;8;male;i;i;male_i
QX03;kist;447,05;1;8;male;i;i;male_i
QX03;lig;1443,195;4;1;male;i;i;male_i
QX03;lig;600,18;2;1;male;i;i;male_i
QX03;lig;640,56;3;1;male;i;i;male_i
QX03;lig;1114,58;1;1;male;i;i;male_i
QX03;lig;648,935;4;2;male;i;i;male_i
QX03;lig;566,845;2;2;male;i;i;male_i
QX03;lig;767,63;3;2;male;i;i;male_i
QX03;lig;878,605;1;2;male;i;i;male_i
QX03;lig;1105,495;4;3;male;i;i;male_i
QX03;lig;1028,985;2;3;male;i;i;male_i
QX03;lig;695,685;3;3;male;i;i;male_i
QX03;lig;462,75;1;3;male;i;i;male_i
QX03;lig;680,89;4;4;male;i;ie;male_i
QX03;lig;859,355;2;4;male;i;i;male_i
QX03;lig;630,145;3;4;male;i;i;male_i
QX03;lig;664,755;1;4;male;i;i;male_i
QX03;lig;682,14;4;5;male;i;ie;male_i
QX03;lig;746,935;2;5;male;i;i;male_i
QX03;lig;968,2;3;5;male;i;i;male_i
QX03;lig;628,83;1;5;male;i;i;male_i
QX03;lig;610,27;4;6;male;i;i;male_i
QX03;lig;541,425;2;6;male;i;i;male_i
QX03;lig;573,26;3;6;male;i;i;male_i
QX03;lig;495,295;1;6;male;i;i;male_i
QX03;lig;795,7;4;7;male;i;ie;male_i
QX03;lig;1041,42;2;7;male;i;i;male_i
QX03;lig;675,325;3;7;male;i;ie;male_i
QX03;lig;483,77;1;7;male;i;i;male_i
QX03;lig;420,875;4;8;male;i;i;male_i
QX03;lig;541,365;2;8;male;i;i;male_i
QX03;lig;460,47;3;8;male;i;i;male_i
QX03;lig;728,785;1;8;male;i;ie;male_i
QX03;vis;TIME_ELAPSED;4;1;male;i;i;male_i
QX03;vis;667,7;3;1;male;i;i;male_i
QX03;vis;652,125;2;1;male;i;i;male_i
QX03;vis;1085,57;1;1;male;i;i;male_i
QX03;vis;1083,27;4;2;male;i;i;male_i
QX03;vis;1242,78;3;2;male;i;i;male_i
QX03;vis;664,28;2;2;male;i;i;male_i
QX03;vis;1094,745;1;2;male;i;i;male_i
QX03;vis;722,55;4;3;male;i;ie;male_i
QX03;vis;834,19;3;3;male;i;ie;male_i
QX03;vis;1005,395;2;3;male;i;i;male_i
QX03;vis;901,72;1;3;male;i;i;male_i
QX03;vis;698,245;4;4;male;i;ie;male_i
QX03;vis;1248,225;3;4;male;i;ie;male_i
QX03;vis;1351,525;2;4;male;i;ie;male_i
QX03;vis;847,5;1;4;male;i;i;male_i
QX03;vis;435,24;4;5;male;i;ie;male_i
QX03;vis;1563,87;3;5;male;i;i;male_i
QX03;vis;1538,425;2;5;male;i;i;male_i
QX03;vis;584,77;1;5;male;i;i;male_i
QX03;vis;634,295;4;6;male;i;ie;male_i
QX03;vis;489,835;3;6;male;i;ie;male_i
QX03;vis;893,615;2;6;male;i;i;male_i
QX03;vis;592,02;1;6;male;i;i;male_i
QX03;vis;509,72;4;7;male;i;ie;male_i
QX03;vis;741,64;3;7;male;i;i;male_i
QX03;vis;707,595;2;7;male;i;i;male_i
QX03;vis;564,465;1;7;male;i;i;male_i
QX03;vis;813,155;4;8;male;i;ie;male_i
QX03;vis;689,36;3;8;male;i;ie;male_i
QX03;vis;512,66;2;8;male;i;ie;male_i
QX03;vis;699,275;1;8;male;i;i;male_i
QX03;wit;908,885;3;1;male;i;i;male_i
QX03;wit;1193,1;4;1;male;i;ie;male_i
QX03;wit;644,91;1;1;male;i;i;male_i
QX03;wit;813,21;2;1;male;i;i;male_i
QX03;wit;589,715;3;2;male;i;ie;male_i
QX03;wit;627,775;4;2;male;i;ie;male_i
QX03;wit;916,62;1;2;male;i;i;male_i
QX03;wit;1188,255;2;2;male;i;i;male_i
QX03;wit;1122,56;3;3;male;i;i;male_i
QX03;wit;575,605;4;3;male;i;ie;male_i
QX03;wit;868,17;1;3;male;i;i;male_i
QX03;wit;634,815;2;3;male;i;i;male_i
QX03;wit;962,77;3;4;male;i;i;male_i
QX03;wit;575,205;4;4;male;i;ie;male_i
QX03;wit;688,42;1;4;male;i;i;male_i
QX03;wit;948,43;2;4;male;i;i;male_i
QX03;wit;547,655;3;5;male;i;i;male_i
QX03;wit;607,63;4;5;male;i;ie;male_i
QX03;wit;859,865;1;5;male;i;i;male_i
QX03;wit;676,815;2;5;male;i;i;male_i
QX03;wit;1563,39;3;6;male;i;i;male_i
QX03;wit;566,735;4;6;male;i;ie;male_i
QX03;wit;502,72;1;6;male;i;i;male_i
QX03;wit;448,115;2;6;male;i;i;male_i
QX03;wit;624,62;3;7;male;i;i;male_i
QX03;wit;566,06;4;7;male;i;ie;male_i
QX03;wit;544,755;1;7;male;i;i;male_i
QX03;wit;428,275;2;7;male;i;i;male_i
QX03;wit;796,85;3;8;male;i;i;male_i
QX03;wit;403,585;4;8;male;i;ie;male_i
QX03;wit;515,465;1;8;male;i;i;male_i
QX03;wit;567,92;2;8;male;i;i;male_i
QX64;bid;408,57;2;1;male;ie;i;male_ie
QX64;bid;649,86;4;1;male;ie;i;male_ie
QX64;bid;799,875;3;1;male;ie;i;male_ie
QX64;bid;440,055;1;1;male;ie;i;male_ie
QX64;bid;408,125;2;2;male;ie;i;male_ie
QX64;bid;1107,835;4;2;male;ie;i;male_ie
QX64;bid;532,32;3;2;male;ie;i;male_ie
QX64;bid;319,65;1;2;male;ie;i;male_ie
QX64;bid;372,16;2;3;male;ie;i;male_ie
QX64;bid;415,975;4;3;male;ie;i;male_ie
QX64;bid;355,4;3;3;male;ie;i;male_ie
QX64;bid;299,56;1;3;male;ie;i;male_ie
QX64;bid;415,11;2;4;male;ie;i;male_ie
QX64;bid;563,455;4;4;male;ie;i;male_ie
QX64;bid;371,57;3;4;male;ie;i;male_ie
QX64;bid;211,515;1;4;male;ie;i;male_ie
QX64;bid;304,705;2;5;male;ie;i;male_ie
QX64;bid;348,095;4;5;male;ie;i;male_ie
QX64;bid;624,01;3;5;male;ie;i;male_ie
QX64;bid;246,72;1;5;male;ie;i;male_ie
QX64;bid;330,19;2;6;male;ie;i;male_ie
QX64;bid;367,77;4;6;male;ie;i;male_ie
QX64;bid;308,545;3;6;male;ie;i;male_ie
QX64;bid;268,19;1;6;male;ie;i;male_ie
QX64;bid;1046,965;2;7;male;ie;i;male_ie
QX64;bid;356,51;4;7;male;ie;i;male_ie
QX64;bid;353,995;3;7;male;ie;i;male_ie
QX64;bid;173,935;1;7;male;ie;i;male_ie
