Participant;Item;RT_ms;Step;Iteration;Voice;Condition;Response;VoiceCond
DX27;lig;229,42;3;3;female;i;i;female_i
DX27;lig;312,21;2;4;female;i;i;female_i
DX27;lig;115,28;1;4;female;i;i;female_i
DX27;lig;198,96;4;4;female;i;i;female_i
DX27;lig;328,565;3;4;female;i;i;female_i
DX27;lig;290,08;2;5;female;i;i;female_i
DX27;lig;394,725;1;5;female;i;i;female_i
DX27;lig;331,435;4;5;female;i;i;female_i
DX27;lig;286,595;3;5;female;i;i;female_i
DX27;lig;167,695;2;6;female;i;i;female_i
DX27;lig;401,945;1;6;female;i;i;female_i
DX27;lig;338,19;4;6;female;i;i;female_i
DX27;lig;755,63;3;6;female;i;i;female_i
DX27;lig;130,09;2;7;female;i;i;female_i
DX27;lig;282,425;1;7;female;i;i;female_i
DX27;lig;57,62;4;7;female;i;i;female_i
DX27;lig;293,36;3;7;female;i;i;female_i
DX27;lig;184,04;2;8;female;i;i;female_i
DX27;lig;320,025;1;8;female;i;i;female_i
DX27;lig;319,35;4;8;female;i;i;female_i
DX27;lig;269,595;3;8;female;i;i;female_i
DX27;vis;1229,81;1;1;female;i;i;female_i
DX27;vis;203,795;3;1;female;i;i;female_i
DX27;vis;63,505;2;1;female;i;i;female_i
DX27;vis;860,5;4;1;female;i;i;female_i
DX27;vis;222,75;1;2;female;i;i;female_i
DX27;vis;783,285;3;2;female;i;i;female_i
DX27;vis;781,035;2;2;female;i;i;female_i
DX27;vis;208,06;4;2;female;i;i;female_i
DX27;vis;298,065;1;3;female;i;i;female_i
DX27;vis;166,175;3;3;female;i;i;female_i
DX27;vis;1853,615;2;3;female;i;i;female_i
DX27;vis;554,75;4;3;female;i;i;female_i
DX27;vis;156,28;1;4;female;i;i;female_i
DX27;vis;21,11;3;4;female;i;i;female_i
DX27;vis;279,255;2;4;female;i;i;female_i
DX27;vis;534,465;4;4;female;i;i;female_i
DX27;vis;337,68;1;5;female;i;i;female_i
DX27;vis;131,8;3;5;female;i;i;female_i
DX27;vis;1402,16;2;5;female;i;i;female_i
DX27;vis;267,3;4;5;female;i;i;female_i
DX27;vis;354,585;1;6;female;i;i;female_i
DX27;vis;468,07;3;6;female;i;i;female_i
DX27;vis;519,26;2;6;female;i;i;female_i
DX27;vis;229,765;4;6;female;i;i;female_i
DX27;vis;219,25;1;7;female;i;i;female_i
DX27;vis;37,9;3;7;female;i;i;female_i
DX27;vis;95,39;2;7;female;i;i;female_i
DX27;vis;255,395;4;7;female;i;i;female_i
DX27;vis;225,8;1;8;female;i;i;female_i
DX27;vis;65,18;3;8;female;i;i;female_i
DX27;vis;731,195;2;8;female;i;ie;female_i
DX27;vis;405,055;4;8;female;i;ie;female_i
DX27;wit;492,82;4;1;female;i;i;female_i
DX27;wit;191,725;2;1;female;i;i;female_i
DX27;wit;133,33;1;1;female;i;i;female_i
DX27;wit;835,06;3;1;female;i;i;female_i
DX27;wit;271,69;4;2;female;i;i;female_i
DX27;wit;533,45;2;2;female;i;i;female_i
DX27;wit;189,5;1;2;female;i;i;female_i
DX27;wit;249,635;3;2;female;i;i;female_i
DX27;wit;140,44;4;3;female;i;i;female_i
DX27;wit;261,895;2;3;female;i;i;female_i
DX27;wit;267,51;1;3;female;i;i;female_i
DX27;wit;386,14;3;3;female;i;i;female_i
DX27;wit;127,21;4;4;female;i;i;female_i
DX27;wit;222,245;2;4;female;i;i;female_i
DX27;wit;216,665;1;4;female;i;i;female_i
DX27;wit;659,59;3;4;female;i;i;female_i
DX27;wit;323,52;4;5;female;i;i;female_i
DX27;wit;372,995;2;5;female;i;i;female_i
DX27;wit;564,92;1;5;female;i;i;female_i
DX27;wit;522,055;3;5;female;i;i;female_i
DX27;wit;239,535;4;6;female;i;i;female_i
DX27;wit;335,145;2;6;female;i;i;female_i
DX27;wit;335,045;1;6;female;i;i;female_i
DX27;wit;346,86;3;6;female;i;i;female_i
DX27;wit;256,84;4;7;female;i;i;female_i
DX27;wit;99,47;2;7;female;i;i;female_i
DX27;wit;121,25;1;7;female;i;i;female_i
DX27;wit;298,895;3;7;female;i;i;female_i
DX27;wit;140,63;4;8;female;i;i;female_i
DX27;wit;340,37;2;8;female;i;i;female_i
DX27;wit;449,415;1;8;female;i;i;female_i
DX27;wit;246,705;3;8;female;i;i;female_i
DX78;bid;417,9;2;1;male;ie;i;male_ie
DX78;bid;466,135;1;1;male;ie;i;male_ie
DX78;bid;981,835;4;1;male;ie;i;male_ie
DX78;bid;470,835;3;1;male;ie;i;male_ie
DX78;bid;444,785;2;2;male;ie;i;male_ie
DX78;bid;389,98;1;2;male;ie;i;male_ie
DX78;bid;316,74;4;2;male;ie;i;male_ie
DX78;bid;319,555;3;2;male;ie;i;male_ie
DX78;bid;372,22;2;3;male;ie;i;male_ie
DX78;bid;333,7;1;3;male;ie;i;male_ie
DX78;bid;224,92;4;3;male;ie;i;male_ie
DX78;bid;266,625;3;3;male;ie;i;male_ie
DX78;bid;175,785;2;4;male;ie;i;male_ie
DX78;bid;384,89;1;4;male;ie;i;male_ie
DX78;bid;181,11;4;4;male;ie;i;male_ie
DX78;bid;222,7;3;4;male;ie;i;male_ie
DX78;bid;105,75;2;5;male;ie;i;male_ie
DX78;bid;223,29;1;5;male;ie;i;male_ie
DX78;bid;321,885;4;5;male;ie;i;male_ie
DX78;bid;156,39;3;5;male;ie;i;male_ie
DX78;bid;330,155;2;6;male;ie;i;male_ie
DX78;bid;241,855;1;6;male;ie;i;male_ie
DX78;bid;192,465;4;6;male;ie;i;male_ie
DX78;bid;247,72;3;6;male;ie;i;male_ie
DX78;bid;377,84;2;7;male;ie;i;male_ie
DX78;bid;231,285;1;7;male;ie;i;male_ie
DX78;bid;466,35;4;7;male;ie;i;male_ie
DX78;bid;254,35;3;7;male;ie;i;male_ie
DX78;bid;193,74;2;8;male;ie;i;male_ie
DX78;bid;664,435;1;8;male;ie;i;male_ie
DX78;bid;276,075;4;8;male;ie;i;male_ie
DX78;bid;398,74;3;8;male;ie;i;male_ie
DX78;kist;549,8;2;1;male;ie;i;male_ie
DX78;kist;468,475;3;1;male;ie;i;male_ie
DX78;kist;553,255;1;1;male;ie;i;male_ie
DX78;kist;1037,82;4;1;male;ie;ie;male_ie
DX78;kist;357,885;2;2;male;ie;i;male_ie
DX78;kist;373,465;3;2;male;ie;i;male_ie
DX78;kist;283,87;1;2;male;ie;i;male_ie
DX78;kist;516,485;4;2;male;ie;ie;male_ie
DX78;kist;259,73;2;3;male;ie;i;male_ie
DX78;kist;219,2;3;3;male;ie;i;male_ie
DX78;kist;130,195;1;3;male;ie;i;male_ie
DX78;kist;307,98;4;3;male;ie;ie;male_ie
DX78;kist;95,295;2;4;male;ie;i;male_ie
DX78;kist;762,205;3;4;male;ie;i;male_ie
DX78;kist;530,06;1;4;male;ie;i;male_ie
DX78;kist;456,66;4;4;male;ie;ie;male_ie
DX78;kist;133,15;2;5;male;ie;i;male_ie
DX78;kist;315,05;3;5;male;ie;i;male_ie
DX78;kist;193,23;1;5;male;ie;i;male_ie
DX78;kist;280,265;4;5;male;ie;ie;male_ie
DX78;kist;200,33;2;6;male;ie;i;male_ie
DX78;kist;230,695;3;6;male;ie;i;male_ie
DX78;kist;140,71;1;6;male;ie;i;male_ie
DX78;kist;470,78;4;6;male;ie;ie;male_ie
DX78;kist;232,195;2;7;male;ie;i;male_ie
DX78;kist;158,425;3;7;male;ie;i;male_ie
DX78;kist;272,1;1;7;male;ie;i;male_ie
DX78;kist;268,93;4;7;male;ie;ie;male_ie
DX78;kist;96,83;2;8;male;ie;i;male_ie
DX78;kist;115,6;3;8;male;ie;i;male_ie
DX78;kist;111,705;1;8;male;ie;i;male_ie
DX78;kist;505,335;4;8;male;ie;ie;male_ie
DX78;lig;514,6;2;1;male;ie;i;male_ie
DX78;lig;435,59;4;1;male;ie;i;male_ie
DX78;lig;1842,06;3;1;male;ie;i;male_ie
DX78;lig;533,11;1;1;male;ie;i;male_ie
DX78;lig;429,78;2;2;male;ie;i;male_ie
DX78;lig;398,63;4;2;male;ie;i;male_ie
DX78;lig;312,42;3;2;male;ie;i;male_ie
DX78;lig;292,06;1;2;male;ie;i;male_ie
DX78;lig;324,9;2;3;male;ie;i;male_ie
DX78;lig;216,73;4;3;male;ie;i;male_ie
DX78;lig;43,63;3;3;male;ie;i;male_ie
DX78;lig;288,67;1;3;male;ie;i;male_ie
DX78;lig;94,15;2;4;male;ie;i;male_ie
DX78;lig;246,33;4;4;male;ie;i;male_ie
DX78;lig;79,97;3;4;male;ie;i;male_ie
DX78;lig;191,915;1;4;male;ie;i;male_ie
DX78;lig;259,885;2;5;male;ie;i;male_ie
DX78;lig;191,42;4;5;male;ie;i;male_ie
DX78;lig;273,65;3;5;male;ie;i;male_ie
DX78;lig;475,745;1;5;male;ie;i;male_ie
DX78;lig;216,095;2;6;male;ie;i;male_ie
DX78;lig;217,185;4;6;male;ie;i;male_ie
DX78;lig;211,145;3;6;male;ie;i;male_ie
DX78;lig;127,875;1;6;male;ie;i;male_ie
DX78;lig;612,495;2;7;male;ie;i;male_ie
DX78;lig;139,95;4;7;male;ie;i;male_ie
DX78;lig;278,8;3;7;male;ie;i;male_ie
DX78;lig;497,14;1;7;male;ie;i;male_ie
DX78;lig;354,465;2;8;male;ie;i;male_ie
DX78;lig;28,365;4;8;male;ie;i;male_ie
DX78;lig;178,31;3;8;male;ie;i;male_ie
DX78;lig;86,305;1;8;male;ie;i;male_ie
DX78;vis;1467,18;2;1;male;ie;i;male_ie
DX78;vis;463,715;3;1;male;ie;i;male_ie
DX78;vis;1066,25;1;1;male;ie;i;male_ie
DX78;vis;486,69;4;1;male;ie;i;male_ie
DX78;vis;1261,515;2;2;male;ie;i;male_ie
DX78;vis;306,87;3;2;male;ie;i;male_ie
DX78;vis;385,735;1;2;male;ie;i;male_ie
DX78;vis;426,36;4;2;male;ie;i;male_ie
DX78;vis;2003,07;2;3;male;ie;i;male_ie
DX78;vis;84,88;3;3;male;ie;i;male_ie
DX78;vis;59,395;1;3;male;ie;i;male_ie
DX78;vis;72,53;4;3;male;ie;i;male_ie
DX78;vis;342,665;2;4;male;ie;i;male_ie
DX78;vis;270,13;3;4;male;ie;i;male_ie
DX78;vis;193,225;1;4;male;ie;i;male_ie
DX78;vis;366,51;4;4;male;ie;i;male_ie
DX78;vis;1434,57;2;5;male;ie;i;male_ie
DX78;vis;51,74;3;5;male;ie;i;male_ie
DX78;vis;204,62;1;5;male;ie;i;male_ie
DX78;vis;381,19;4;5;male;ie;i;male_ie
DX78;vis;326,6;2;6;male;ie;i;male_ie
DX78;vis;36,86;3;6;male;ie;i;male_ie
DX78;vis;320,615;1;6;male;ie;i;male_ie
DX78;vis;181,35;4;6;male;ie;i;male_ie
DX78;vis;248,165;2;7;male;ie;i;male_ie
DX78;vis;11,165;3;7;male;ie;i;male_ie
DX78;vis;209,275;1;7;male;ie;i;male_ie
DX78;vis;228,805;4;7;male;ie;i;male_ie
DX78;vis;594,96;2;8;male;ie;i;male_ie
DX78;vis;100,76;3;8;male;ie;i;male_ie
DX78;vis;572,875;1;8;male;ie;i;male_ie
DX78;vis;151,42;4;8;male;ie;i;male_ie
DX78;wit;703,41;4;1;male;ie;ie;male_ie
DX78;wit;745,665;3;1;male;ie;i;male_ie
DX78;wit;879,6;2;1;male;ie;i;male_ie
DX78;wit;494,61;1;1;male;ie;i;male_ie
DX78;wit;474,68;4;2;male;ie;ie;male_ie
DX78;wit;411,705;3;2;male;ie;i;male_ie
DX78;wit;316,67;2;2;male;ie;i;male_ie
DX78;wit;310,855;1;2;male;ie;i;male_ie
DX78;wit;325,83;4;3;male;ie;ie;male_ie
DX78;wit;311,69;3;3;male;ie;i;male_ie
DX78;wit;91,535;2;3;male;ie;i;male_ie
DX78;wit;276,38;1;3;male;ie;i;male_ie
DX78;wit;268,505;4;4;male;ie;ie;male_ie
DX78;wit;224,805;3;4;male;ie;i;male_ie
DX78;wit;276,39;2;4;male;ie;i;male_ie
DX78;wit;341,96;1;4;male;ie;i;male_ie
DX78;wit;322,68;4;5;male;ie;ie;male_ie
DX78;wit;152,73;3;5;male;ie;i;male_ie
DX78;wit;159,55;2;5;male;ie;i;male_ie
DX78;wit;173,715;1;5;male;ie;i;male_ie
DX78;wit;884,715;4;6;male;ie;ie;male_ie
DX78;wit;178,795;3;6;male;ie;i;male_ie
DX78;wit;154,155;2;6;male;ie;i;male_ie
DX78;wit;245,325;1;6;male;ie;i;male_ie
DX78;wit;691,02;4;7;male;ie;ie;male_ie
DX78;wit;237,405;3;7;male;ie;i;male_ie
DX78;wit;346,28;2;7;male;ie;i;male_ie
DX78;wit;235,41;1;7;male;ie;i;male_ie
DX78;wit;632,89;4;8;male;ie;ie;male_ie
DX78;wit;31,015;3;8;male;ie;i;male_ie
DX78;wit;171,82;2;8;male;ie;i;male_ie
DX78;wit;481,235;1;8;male;ie;i;male_ie
EE40;bid;1289,585;2;1;male;ie;i;male_ie
EE40;bid;401,67;4;1;male;ie;i;male_ie
EE40;bid;274,53;1;1;male;ie;i;male_ie
EE40;bid;243,575;3;1;male;ie;i;male_ie
EE40;bid;234,225;2;2;male;ie;i;male_ie
EE40;bid;242,4;4;2;male;ie;i;male_ie
EE40;bid;380,745;1;2;male;ie;i;male_ie
EE40;bid;146,77;3;2;male;ie;i;male_ie
EE40;bid;257,26;2;3;male;ie;i;male_ie
EE40;bid;219,455;4;3;male;ie;i;male_ie
EE40;bid;266,47;1;3;male;ie;i;male_ie
EE40;bid;44,27499999;3;3;male;ie;i;male_ie
EE40;bid;430,505;2;4;male;ie;i;male_ie
EE40;bid;243,995;4;4;male;ie;i;male_ie
EE40;bid;309,805;1;4;male;ie;i;male_ie
EE40;bid;322,155;3;4;male;ie;i;male_ie
EE40;bid;189,365;2;5;male;ie;i;male_ie
EE40;bid;487,65;4;5;male;ie;i;male_ie
EE40;bid;385,32;1;5;male;ie;i;male_ie
EE40;bid;420,125;3;5;male;ie;i;male_ie
EE40;bid;25,51000001;2;6;male;ie;i;male_ie
EE40;bid;388,925;4;6;male;ie;i;male_ie
EE40;bid;1077,735;1;6;male;ie;i;male_ie
EE40;bid;378,72;3;6;male;ie;i;male_ie
EE40;bid;126,095;2;7;male;ie;i;male_ie
EE40;bid;409,985;4;7;male;ie;i;male_ie
EE40;bid;579,925;1;7;male;ie;i;male_ie
EE40;bid;253,045;3;7;male;ie;i;male_ie
EE40;bid;428,755;2;8;male;ie;i;male_ie
EE40;bid;181,98;4;8;male;ie;i;male_ie
EE40;bid;521,03;1;8;male;ie;i;male_ie
EE40;bid;30,17499999;3;8;male;ie;i;male_ie
EE40;kist;1036,745;3;1;male;ie;i;male_ie
EE40;kist;828,275;1;1;male;ie;i;male_ie
EE40;kist;102,145;2;1;male;ie;i;male_ie
EE40;kist;397,675;4;1;male;ie;i;male_ie
EE40;kist;248,085;3;2;male;ie;i;male_ie
EE40;kist;286,905;1;2;male;ie;i;male_ie
EE40;kist;338,33;2;2;male;ie;i;male_ie
EE40;kist;571,02;4;2;male;ie;i;male_ie
EE40;kist;150,545;3;3;male;ie;i;male_ie
EE40;kist;193,525;1;3;male;ie;i;male_ie
EE40;kist;345,625;2;3;male;ie;i;male_ie
EE40;kist;296,585;4;3;male;ie;i;male_ie
EE40;kist;339,91;3;4;male;ie;i;male_ie
EE40;kist;349,825;1;4;male;ie;i;male_ie
EE40;kist;345,235;2;4;male;ie;i;male_ie
EE40;kist;531,015;4;4;male;ie;i;male_ie
EE40;kist;284,31;3;5;male;ie;i;male_ie
EE40;kist;285,91;1;5;male;ie;i;male_ie
EE40;kist;236,105;2;5;male;ie;i;male_ie
EE40;kist;458,105;4;5;male;ie;i;male_ie
EE40;kist;235,585;3;6;male;ie;i;male_ie
EE40;kist;218,55;1;6;male;ie;i;male_ie
EE40;kist;511,51;2;6;male;ie;i;male_ie
EE40;kist;1352,515;4;6;male;ie;ie;male_ie
EE40;kist;1192,45;3;7;male;ie;ie;male_ie
EE40;kist;1343,88;1;7;male;ie;ie;male_ie
EE40;kist;782,825;2;7;male;ie;i;male_ie
EE40;kist;424,235;4;7;male;ie;ie;male_ie
EE40;kist;349,445;3;8;male;ie;ie;male_ie
EE40;kist;357,4;1;8;male;ie;ie;male_ie
EE40;kist;382,12;2;8;male;ie;ie;male_ie
EE40;kist;280,275;4;8;male;ie;ie;male_ie
EE40;lig;1211,61;3;1;male;ie;i;male_ie
EE40;lig;403,795;1;1;male;ie;i;male_ie
EE40;lig;323,825;4;1;male;ie;i;male_ie
EE40;lig;517,325;2;1;male;ie;i;male_ie
EE40;lig;60,28499999;3;2;male;ie;i;male_ie
EE40;lig;255,125;1;2;male;ie;i;male_ie
EE40;lig;321,11;4;2;male;ie;i;male_ie
EE40;lig;252,395;2;2;male;ie;i;male_ie
EE40;lig;198,575;3;3;male;ie;i;male_ie
EE40;lig;184,98;1;3;male;ie;i;male_ie
EE40;lig;312,675;4;3;male;ie;i;male_ie
EE40;lig;225,805;2;3;male;ie;i;male_ie
EE40;lig;465,45;3;4;male;ie;i;male_ie
EE40;lig;275,825;1;4;male;ie;i;male_ie
EE40;lig;214,79;4;4;male;ie;i;male_ie
EE40;lig;450,255;2;4;male;ie;i;male_ie
EE40;lig;379,52;3;5;male;ie;i;male_ie
EE40;lig;270,805;1;5;male;ie;i;male_ie
EE40;lig;362,14;4;5;male;ie;i;male_ie
EE40;lig;228,315;2;5;male;ie;i;male_ie
EE40;lig;253,535;3;6;male;ie;i;male_ie
EE40;lig;335,845;1;6;male;ie;i;male_ie
EE40;lig;412,89;4;6;male;ie;i;male_ie
EE40;lig;283,795;2;6;male;ie;i;male_ie
EE40;lig;250,665;3;7;male;ie;i;male_ie
EE40;lig;511,885;1;7;male;ie;i;male_ie
EE40;lig;294,27;4;7;male;ie;i;male_ie
EE40;lig;77,46;2;7;male;ie;i;male_ie
EE40;lig;358,53;3;8;male;ie;i;male_ie
EE40;lig;349,595;1;8;male;ie;i;male_ie
EE40;lig;192,25;4;8;male;ie;i;male_ie
EE40;lig;232,76;2;8;male;ie;i;male_ie
EE40;vis;2793,83;3;1;male;ie;i;male_ie
EE40;vis;781,84;2;1;male;ie;i;male_ie
EE40;vis;365,01;4;1;male;ie;i;male_ie
EE40;vis;321,85;1;1;male;ie;i;male_ie
EE40;vis;120,035;3;2;male;ie;i;male_ie
EE40;vis;206,125;2;2;male;ie;i;male_ie
EE40;vis;210,085;4;2;male;ie;i;male_ie
EE40;vis;238,85;1;2;male;ie;i;male_ie
EE40;vis;311,83;3;3;male;ie;i;male_ie
EE40;vis;72,04;2;3;male;ie;i;male_ie
EE40;vis;255,85;4;3;male;ie;i;male_ie
EE40;vis;268,93;1;3;male;ie;i;male_ie
EE40;vis;484,92;3;4;male;ie;i;male_ie
EE40;vis;316,445;2;4;male;ie;i;male_ie
EE40;vis;364,63;4;4;male;ie;i;male_ie
EE40;vis;308,79;1;4;male;ie;i;male_ie
EE40;vis;595,055;3;5;male;ie;i;male_ie
EE40;vis;224,125;2;5;male;ie;i;male_ie
EE40;vis;301,415;4;5;male;ie;i;male_ie
EE40;vis;136,23;1;5;male;ie;i;male_ie
EE40;vis;367,705;3;6;male;ie;i;male_ie
EE40;vis;2389,795;2;6;male;ie;i;male_ie
EE40;vis;1983,465;4;6;male;ie;i;male_ie
EE40;vis;249,735;1;6;male;ie;i;male_ie
EE40;vis;679,555;3;7;male;ie;i;male_ie
EE40;vis;335,255;2;7;male;ie;i;male_ie
EE40;vis;317,57;4;7;male;ie;i;male_ie
EE40;vis;276,855;1;7;male;ie;i;male_ie
EE40;vis;541,295;3;8;male;ie;i;male_ie
EE40;vis;290,81;2;8;male;ie;i;male_ie
EE40;vis;325,005;4;8;male;ie;i;male_ie
EE40;vis;245,9;1;8;male;ie;i;male_ie
EE40;wit;1280,345;3;1;male;ie;ie;male_ie
EE40;wit;336,2;2;1;male;ie;i;male_ie
EE40;wit;1622,78;4;1;male;ie;i;male_ie
EE40;wit;260,165;1;1;male;ie;i;male_ie
EE40;wit;221,815;3;2;male;ie;i;male_ie
EE40;wit;103,875;2;2;male;ie;i;male_ie
EE40;wit;360,13;4;2;male;ie;i;male_ie
EE40;wit;244,765;1;2;male;ie;i;male_ie
EE40;wit;236,77;3;3;male;ie;i;male_ie
EE40;wit;229,68;2;3;male;ie;i;male_ie
EE40;wit;235,925;4;3;male;ie;i;male_ie
EE40;wit;231,895;1;3;male;ie;i;male_ie
EE40;wit;304,145;3;4;male;ie;i;male_ie
EE40;wit;293,395;2;4;male;ie;i;male_ie
EE40;wit;353;4;4;male;ie;i;male_ie
EE40;wit;463,57;1;4;male;ie;i;male_ie
EE40;wit;307,615;3;5;male;ie;i;male_ie
EE40;wit;164,125;2;5;male;ie;i;male_ie
EE40;wit;1179,82;4;5;male;ie;i;male_ie
EE40;wit;453,87;1;5;male;ie;i;male_ie
EE40;wit;321,915;3;6;male;ie;i;male_ie
EE40;wit;588,675;2;6;male;ie;i;male_ie
EE40;wit;797,42;4;6;male;ie;ie;male_ie
EE40;wit;643,535;1;6;male;ie;i;male_ie
EE40;wit;516,47;3;7;male;ie;i;male_ie
EE40;wit;428,785;2;7;male;ie;i;male_ie
EE40;wit;767,55;4;7;male;ie;ie;male_ie
EE40;wit;317,94;1;7;male;ie;i;male_ie
EE40;wit;935,46;3;8;male;ie;i;male_ie
EE40;wit;179,4;2;8;male;ie;i;male_ie
EE40;wit;503,94;4;8;male;ie;ie;male_ie
EE40;wit;287,44;1;8;male;ie;i;male_ie
FD05;bid;1243,955;2;1;female;ie;i;female_ie
FD05;bid;944,01;4;1;female;ie;i;female_ie
FD05;bid;363,795;1;1;female;ie;i;female_ie
FD05;bid;105,145;3;1;female;ie;i;female_ie
FD05;bid;133,42;2;2;female;ie;i;female_ie
FD05;bid;373,455;4;2;female;ie;i;female_ie
FD05;bid;334,805;1;2;female;ie;i;female_ie
FD05;bid;384,75;3;2;female;ie;i;female_ie
FD05;bid;364,805;2;3;female;ie;i;female_ie
FD05;bid;324,715;4;3;female;ie;i;female_ie
FD05;bid;261,805;1;3;female;ie;i;female_ie
FD05;bid;117,745;3;3;female;ie;i;female_ie
FD05;bid;676,94;2;4;female;ie;i;female_ie
FD05;bid;352,655;4;4;female;ie;i;female_ie
FD05;bid;248,475;1;4;female;ie;i;female_ie
FD05;bid;496,79;3;4;female;ie;i;female_ie
FD05;bid;229,675;2;5;female;ie;i;female_ie
FD05;bid;249,78;4;5;female;ie;i;female_ie
FD05;bid;261,725;1;5;female;ie;i;female_ie
FD05;bid;243,515;3;5;female;ie;i;female_ie
FD05;bid;243,58;2;6;female;ie;i;female_ie
FD05;bid;303,435;4;6;female;ie;i;female_ie
FD05;bid;365,885;1;6;female;ie;i;female_ie
FD05;bid;341,865;3;6;female;ie;i;female_ie
FD05;bid;299,76;2;7;female;ie;i;female_ie
FD05;bid;271,865;4;7;female;ie;i;female_ie
FD05;bid;255,78;1;7;female;ie;i;female_ie
FD05;bid;235,32;3;7;female;ie;i;female_ie
FD05;bid;466,735;2;8;female;ie;i;female_ie
FD05;bid;282,45;4;8;female;ie;i;female_ie
FD05;bid;336,635;1;8;female;ie;i;female_ie
FD05;bid;320,985;3;8;female;ie;i;female_ie
FD05;kist;599,59;4;1;female;ie;i;female_ie
FD05;kist;507,825;3;1;female;ie;i;female_ie
FD05;kist;155,77;2;1;female;ie;i;female_ie
FD05;kist;372,955;1;1;female;ie;i;female_ie
FD05;kist;21,955;4;2;female;ie;i;female_ie
FD05;kist;446,655;3;2;female;ie;i;female_ie
FD05;kist;114,58;2;2;female;ie;i;female_ie
FD05;kist;316,685;1;2;female;ie;i;female_ie
FD05;kist;337,02;4;3;female;ie;i;female_ie
FD05;kist;340,975;3;3;female;ie;i;female_ie
FD05;kist;281,825;2;3;female;ie;i;female_ie
FD05;kist;264,475;1;3;female;ie;i;female_ie
FD05;kist;280,72;4;4;female;ie;i;female_ie
FD05;kist;400,97;3;4;female;ie;i;female_ie
FD05;kist;204,79;2;4;female;ie;i;female_ie
FD05;kist;332,69;1;4;female;ie;i;female_ie
FD05;kist;258,06;4;5;female;ie;i;female_ie
FD05;kist;365,79;3;5;female;ie;i;female_ie
FD05;kist;193,8;2;5;female;ie;i;female_ie
FD05;kist;331,65;1;5;female;ie;i;female_ie
FD05;kist;231,615;4;6;female;ie;i;female_ie
FD05;kist;333,545;3;6;female;ie;i;female_ie
FD05;kist;305,725;2;6;female;ie;i;female_ie
FD05;kist;297,945;1;6;female;ie;i;female_ie
FD05;kist;380,15;4;7;female;ie;i;female_ie
FD05;kist;343,94;3;7;female;ie;i;female_ie
FD05;kist;291,61;2;7;female;ie;i;female_ie
FD05;kist;294,88;1;7;female;ie;i;female_ie
FD05;kist;354,78;4;8;female;ie;i;female_ie
FD05;kist;394,885;3;8;female;ie;i;female_ie
FD05;kist;308,865;2;8;female;ie;i;female_ie
FD05;kist;296,665;1;8;female;ie;i;female_ie
FD05;lig;615,91;2;1;female;ie;i;female_ie
FD05;lig;383,855;1;1;female;ie;i;female_ie
FD05;lig;323,765;3;1;female;ie;i;female_ie
FD05;lig;167,655;4;1;female;ie;i;female_ie
FD05;lig;57,715;2;2;female;ie;i;female_ie
FD05;lig;681,825;1;2;female;ie;i;female_ie
FD05;lig;174,865;3;2;female;ie;i;female_ie
FD05;lig;355,15;4;2;female;ie;i;female_ie
FD05;lig;348,91;2;3;female;ie;i;female_ie
FD05;lig;300,875;1;3;female;ie;i;female_ie
FD05;lig;325,805;3;3;female;ie;i;female_ie
FD05;lig;174,445;4;3;female;ie;i;female_ie
FD05;lig;376,82;2;4;female;ie;i;female_ie
FD05;lig;288,89;1;4;female;ie;i;female_ie
FD05;lig;261,045;3;4;female;ie;i;female_ie
FD05;lig;336,325;4;4;female;ie;i;female_ie
FD05;lig;177,805;2;5;female;ie;i;female_ie
FD05;lig;253,615;1;5;female;ie;i;female_ie
FD05;lig;309,71;3;5;female;ie;i;female_ie
FD05;lig;206,16;4;5;female;ie;i;female_ie
FD05;lig;248;2;6;female;ie;i;female_ie
FD05;lig;355,605;1;6;female;ie;i;female_ie
FD05;lig;313,735;3;6;female;ie;i;female_ie
FD05;lig;289,59;4;6;female;ie;i;female_ie
FD05;lig;431,775;2;7;female;ie;i;female_ie
FD05;lig;271,725;1;7;female;ie;i;female_ie
FD05;lig;163,61;3;7;female;ie;i;female_ie
FD05;lig;260,03;4;7;female;ie;i;female_ie
FD05;lig;242,575;2;8;female;ie;i;female_ie
FD05;lig;270,685;1;8;female;ie;i;female_ie
FD05;lig;309,005;3;8;female;ie;i;female_ie
FD05;lig;284,835;4;8;female;ie;i;female_ie
FD05;vis;899,47;2;1;female;ie;i;female_ie
FD05;vis;323,885;4;1;female;ie;i;female_ie
FD05;vis;123,6;1;1;female;ie;i;female_ie
FD05;vis;159,595;3;1;female;ie;i;female_ie
FD05;vis;561,655;2;2;female;ie;i;female_ie
FD05;vis;645,995;4;2;female;ie;i;female_ie
FD05;vis;370,875;1;2;female;ie;i;female_ie
FD05;vis;382,74;3;2;female;ie;i;female_ie
FD05;vis;776,865;2;3;female;ie;i;female_ie
FD05;vis;320,7;4;3;female;ie;i;female_ie
FD05;vis;358,215;1;3;female;ie;i;female_ie
FD05;vis;309,67;3;3;female;ie;i;female_ie
FD05;vis;432,65;2;4;female;ie;i;female_ie
FD05;vis;309,025;4;4;female;ie;i;female_ie
FD05;vis;256,565;1;4;female;ie;i;female_ie
FD05;vis;280,83;3;4;female;ie;i;female_ie
FD05;vis;661,09;2;5;female;ie;i;female_ie
FD05;vis;185,785;4;5;female;ie;i;female_ie
FD05;vis;317,965;1;5;female;ie;i;female_ie
FD05;vis;165,765;3;5;female;ie;i;female_ie
