Participant;Item;Item_Type;Correct_Response;Part_Response;RT_ms;Condition;Response
PU79;grons;non-word;non-word;non-word;215,555;i;correct
FF20;malken;non-word;non-word;word;215,575;ie;incorrect
NN37;slogen;non-word;non-word;word;215,58;ie;incorrect
DV10;kang;non-word;non-word;non-word;215,755;i;correct
NN37;verbool;non-word;non-word;non-word;215,86;ie;correct
FG25;drokken;non-word;non-word;non-word;216,175;i;correct
IU89 ;boors;non-word;non-word;non-word;216,18;i;correct
BJ47;boors;non-word;non-word;non-word;216,185;i;correct
LE65;dodel;non-word;non-word;non-word;216,3099999;ie;correct
BJ47;krankt;non-word;non-word;non-word;216,42;i;correct
NN37;aanbol;non-word;non-word;non-word;216,495;ie;correct
MT15;ploog;non-word;non-word;non-word;216,575;i;correct
GR22;aven;non-word;non-word;non-word;216,58;i;correct
SF29;sponen;non-word;non-word;non-word;216,635;i;correct
MX89;zook;non-word;non-word;non-word;216,765;i;correct
LO27;ootheid;non-word;non-word;non-word;216,94;i;correct
NF91;kraden;non-word;non-word;non-word;217,01;ie;correct
GJ73;maags;non-word;non-word;non-word;217,025;i;correct
MU27;vertaag;non-word;non-word;non-word;217,05;ie;correct
NX92;geband;non-word;non-word;non-word;217,2699999;i;correct
TR42;sotus;non-word;non-word;non-word;217,315;i;correct
GT29;smaren;non-word;non-word;non-word;217,32;ie;correct
FE43;baam;non-word;non-word;non-word;217,455;i;correct
IU15;bopel;non-word;non-word;non-word;217,455;ie;correct
CF47;zoren;non-word;non-word;non-word;217,51;i;correct
HO46;raafde;non-word;non-word;word;217,575;ie;incorrect
LF24;malken;non-word;non-word;word;217,595;ie;incorrect
XX28;nonzig;non-word;non-word;non-word;217,605;i;correct
PU79;malken;non-word;non-word;word;217,62;i;incorrect
SF29;mokker;non-word;non-word;non-word;217,67;i;correct
MF88;toonzen;non-word;non-word;non-word;217,69;i;correct
IQ93;verbool;non-word;non-word;non-word;217,73;ie;correct
MT15;vaden;non-word;non-word;non-word;217,94;i;correct
TR42;morter;non-word;non-word;non-word;217,975;i;correct
FI03;naafs;non-word;non-word;non-word;218,07;i;correct
LD19;naafs;non-word;non-word;non-word;218,14;i;correct
IU15;zomel;non-word;non-word;non-word;218,19;ie;correct
JU99;spaag;non-word;non-word;non-word;218,2399998;i;correct
FX81;baaks;non-word;non-word;non-word;218,26;ie;correct
FI42;bromen;non-word;non-word;word;218,285;ie;incorrect
DX27;schaas;non-word;non-word;non-word;218,485;i;correct
FO97;plap;non-word;non-word;non-word;218,5;ie;correct
NF91;zals;non-word;non-word;non-word;218,5;ie;correct
MD88;roog;non-word;non-word;non-word;218,51;ie;correct
NN37;stolm;non-word;non-word;non-word;218,56;ie;correct
DX27;pansen;non-word;non-word;non-word;218,58;i;correct
NN37;vertaag;non-word;non-word;non-word;218,655;ie;correct
TX31;sponen;non-word;non-word;non-word;218,655;i;correct
ND78;baarzel;non-word;non-word;non-word;219;i;correct
JD97;baarzel;non-word;non-word;non-word;219,02;i;correct
LE65;schoom;non-word;non-word;non-word;219,09;ie;correct
GT29;vaden;non-word;non-word;non-word;219,135;ie;correct
FG25;zals;non-word;non-word;non-word;219,18;i;correct
FE43;drokken;non-word;non-word;non-word;219,185;i;correct
FF20;kang;non-word;non-word;non-word;219,21;ie;correct
FE43;raps;non-word;non-word;non-word;219,24;i;correct
QX64;sponen;non-word;non-word;non-word;219,295;ie;correct
NF64;balten;non-word;non-word;non-word;219,3;i;correct
DV10;zomel;non-word;non-word;non-word;219,4950001;i;correct
CP39;kang;non-word;non-word;non-word;219,5550003;i;correct
FI42;zomel;non-word;non-word;non-word;219,575;ie;correct
FI03;bebot;non-word;non-word;non-word;219,645;i;correct
NN37;lochten;non-word;non-word;non-word;219,69;ie;correct
JD97;pansen;non-word;non-word;non-word;219,71;i;correct
TX60;haden;non-word;non-word;non-word;219,7400001;i;correct
MD88;malken;non-word;non-word;word;219,765;ie;incorrect
FI03;tort;non-word;non-word;non-word;219,77;i;correct
FI03;morter;non-word;non-word;non-word;219,775;i;correct
MF88;sponen;non-word;non-word;non-word;219,825;i;correct
FF20;geband;non-word;non-word;non-word;219,91;ie;correct
MF86;schaas;non-word;non-word;non-word;219,945;i;correct
MF88;raps;non-word;non-word;non-word;219,99;i;correct
IU15;lanker;non-word;non-word;non-word;220,015;ie;correct
FF20;krokkel;non-word;non-word;non-word;220,13;ie;correct
MF96;drokken;non-word;non-word;non-word;220,14;i;correct
CF70;ploog;non-word;non-word;non-word;220,21;ie;correct
SF29;bebot;non-word;non-word;non-word;220,3;i;correct
BD54;galzen;non-word;non-word;non-word;220,42;ie;correct
MH99;schaas;non-word;non-word;non-word;220,465;i;correct
MX89;zomel;non-word;non-word;non-word;220,55;i;correct
MO41;maags;non-word;non-word;non-word;220,755;i;correct
MF86;braan;non-word;non-word;non-word;220,8449999;i;correct
XX28;slogen;non-word;non-word;non-word;220,965;i;correct
QX03;gonnen;non-word;non-word;word;221,03;i;incorrect
FE43;vlaar;non-word;non-word;non-word;221,075;i;correct
LE65;ploog;non-word;non-word;non-word;221,11;ie;correct
FF38;plap;non-word;non-word;non-word;221,215;ie;correct
MH99;voormaal;non-word;non-word;word;221,24;i;incorrect
GR22;vaden;non-word;non-word;non-word;221,26;i;correct
KF72;kraden;non-word;non-word;non-word;221,28;i;correct
NX81;afscheek;non-word;non-word;non-word;221,335;i;correct
KE71;slogen;non-word;non-word;word;221,47;ie;incorrect
IU89 ;plap;non-word;non-word;non-word;221,595;i;correct
IU15;malken;non-word;non-word;word;221,655;ie;incorrect
FG25;dodel;non-word;non-word;non-word;221,72;i;correct
DE53;drokken;non-word;non-word;non-word;221,78;i;correct
DX78;zolden;non-word;non-word;word;221,84;ie;incorrect
MT15;schoom;non-word;non-word;non-word;221,84;i;correct
NF91;wost;non-word;non-word;non-word;222,0300001;ie;correct
MD88;ganger;non-word;non-word;non-word;222,175;ie;correct
LE65;schaas;non-word;non-word;non-word;222,21;ie;correct
QX64;braan;non-word;non-word;non-word;222,245;ie;correct
FF20;morter;non-word;non-word;non-word;222,2749999;ie;correct
EE40;klort;non-word;non-word;non-word;222,285;ie;correct
MX89;gebacht;non-word;non-word;non-word;222,355;i;correct
MF96;votten;non-word;non-word;non-word;222,385;i;correct
FX75;bromen;non-word;non-word;non-word;222,58;i;correct
PU79;dast;non-word;non-word;non-word;222,635;i;correct
QX03;raafde;non-word;non-word;non-word;222,715;i;correct
CF47;vool;non-word;non-word;non-word;222,79;i;correct
JU99;waars;non-word;non-word;non-word;222,8199998;i;correct
FE43;dodel;non-word;non-word;non-word;222,875;i;correct
TY61;raafde;non-word;non-word;non-word;222,955;i;correct
MF96;braan;non-word;non-word;non-word;223,075;i;correct
FO97;malken;non-word;non-word;word;223,14;ie;incorrect
NN33;lamper;non-word;non-word;non-word;223,145;ie;correct
MF96;plap;non-word;non-word;non-word;223,275;i;correct
FI03;gebacht;non-word;non-word;non-word;223,35;i;correct
NN33;pansen;non-word;non-word;non-word;223,35;ie;correct
MX89;gebocht;non-word;non-word;non-word;223,355;i;correct
XX28;sponen;non-word;non-word;non-word;223,535;i;correct
KF72;nonzig;non-word;non-word;non-word;223,76;i;correct
TX31;zals;non-word;non-word;non-word;223,76;i;correct
FD05;pansen;non-word;non-word;non-word;223,83;ie;correct
NN33;lard;non-word;non-word;non-word;224,185;ie;correct
JD97;maags;non-word;non-word;non-word;224,2150001;i;correct
EE40;sotus;non-word;non-word;non-word;224,23;ie;correct
NN33;kraden;non-word;non-word;non-word;224,305;ie;correct
TX31;gacht;non-word;non-word;non-word;224,42;i;correct
NN37;kraden;non-word;non-word;non-word;224,43;ie;correct
PU79;ploog;non-word;non-word;non-word;224,485;i;correct
FF20;klamer;non-word;non-word;non-word;224,5;ie;correct
CP39;krankt;non-word;non-word;non-word;224,5649998;i;correct
KF77;lard;non-word;non-word;non-word;224,645;i;correct
MU27;oolde;non-word;non-word;non-word;224,845;ie;correct
BC71;voolt;non-word;non-word;non-word;224,93;ie;correct
FE43;stolm;non-word;non-word;non-word;224,94;i;correct
QX64;bool;non-word;non-word;non-word;224,945;ie;correct
CP39;aven;non-word;non-word;non-word;225,0299999;i;correct
QX03;klort;non-word;non-word;non-word;225,145;i;correct
DV10;voolt;non-word;non-word;non-word;225,1599999;i;correct
MX80;sponen;non-word;non-word;non-word;225,185;i;correct
LD19;klort;non-word;non-word;non-word;225,19;i;correct
QX03;grons;non-word;non-word;non-word;225,23;i;correct
FI42;pops;non-word;non-word;non-word;225,325;ie;correct
GF66;sponen;non-word;non-word;non-word;225,395;ie;correct
UN16;baaks;non-word;non-word;non-word;225,565;i;correct
FX75;gebocht;non-word;non-word;non-word;225,7;i;correct
IU89 ;zolden;non-word;non-word;non-word;225,7749999;i;correct
FE43;geroom;non-word;non-word;non-word;225,795;i;correct
NU88;krankt;non-word;non-word;non-word;225,815;ie;correct
UU48;hank;non-word;non-word;word;225,89;ie;incorrect
SN78;ploog;non-word;non-word;non-word;226;i;correct
KF77;aanbag;non-word;non-word;non-word;226,09;i;correct
BJ47;zomel;non-word;non-word;non-word;226,215;i;correct
GT29;wost;non-word;non-word;non-word;226,275;ie;correct
LO27;mokker;non-word;non-word;non-word;226,3600002;i;correct
BC71;dast;non-word;non-word;word;226,42;ie;incorrect
NX81;zolden;non-word;non-word;non-word;226,44;i;correct
FF20;fraal;non-word;non-word;non-word;226,535;ie;correct
MU11;klort;non-word;non-word;non-word;226,795;i;correct
LD19;maags;non-word;non-word;non-word;226,825;i;correct
MH99;geband;non-word;non-word;non-word;226,88;i;correct
NF91;dodel;non-word;non-word;non-word;226,9599999;ie;correct
GR22;naafs;non-word;non-word;non-word;226,99;i;correct
CP39;dodel;non-word;non-word;non-word;227,095;i;correct
NX81;drokken;non-word;non-word;non-word;227,095;i;correct
FI03;bloffen;non-word;non-word;non-word;227,1;i;correct
FF38;afscheek;non-word;non-word;non-word;227,105;ie;correct
NX81;zals;non-word;non-word;non-word;227,19;i;correct
KF72;voolt;non-word;non-word;non-word;227,27;i;correct
TY61;bloffen;non-word;non-word;non-word;227,46;i;correct
FO97;geroom;non-word;non-word;non-word;227,6;ie;correct
CP39;dast;non-word;non-word;non-word;227,6150002;i;correct
MF96;schaag;non-word;non-word;non-word;227,64;i;correct
NU88;dast;non-word;non-word;non-word;227,65;ie;correct
FI42;waars;non-word;non-word;non-word;227,72;ie;correct
FD05;wopen;non-word;non-word;non-word;227,87;ie;correct
UN16;klamer;non-word;non-word;non-word;227,8899997;i;correct
LF24;warken;non-word;non-word;word;227,89;ie;incorrect
LE65;klort;non-word;non-word;non-word;227,9149999;ie;correct
ND78;oolde;non-word;non-word;non-word;228;i;correct
SF29;baam;non-word;non-word;non-word;228,06;i;correct
BT89;vlaar;non-word;non-word;word;228,45;ie;incorrect
MU27;hank;non-word;non-word;word;228,56;ie;incorrect
KF72;roog;non-word;non-word;non-word;228,71;i;correct
DE18;pansen;non-word;non-word;non-word;228,725;ie;correct
MF96;klort;non-word;non-word;non-word;228,74;i;correct
GX23;krokkel;non-word;non-word;non-word;228,785;ie;correct
NN33;zoren;non-word;non-word;non-word;228,845;ie;correct
MH99;aanbag;non-word;non-word;non-word;228,86;i;correct
KF77;tattig;non-word;non-word;non-word;229,0150002;i;correct
TX31;lard;non-word;non-word;non-word;229,095;i;correct
TY61;okte;non-word;non-word;non-word;229,095;i;correct
BC71;tattig;non-word;non-word;non-word;229,115;ie;correct
MD88;okte;non-word;non-word;non-word;229,51;ie;correct
CF47;schaas;non-word;non-word;non-word;229,58;i;correct
FI03;gebocht;non-word;non-word;non-word;229,635;i;correct
BC71;baarzel;non-word;non-word;non-word;229,725;ie;correct
FF38;verbool;non-word;non-word;non-word;229,8;ie;correct
BT89;schoom;non-word;non-word;non-word;229,81;ie;correct
NX92;baaks;non-word;non-word;non-word;230;i;correct
SN78;bloffen;non-word;non-word;non-word;230;i;correct
SN78;krokkel;non-word;non-word;non-word;230;i;correct
LE65;klamer;non-word;non-word;non-word;230,21;ie;correct
SF29;gebacht;non-word;non-word;non-word;230,24;i;correct
FE43;bromen;non-word;non-word;non-word;230,245;i;correct
NX92;broon;non-word;non-word;non-word;230,37;i;correct
CP39;afscheek;non-word;non-word;non-word;230,405;i;correct
KE71;zomel;non-word;non-word;non-word;230,425;ie;correct
JD97;bebot;non-word;non-word;non-word;230,605;i;correct
FI42;vorn;non-word;non-word;word;230,615;ie;incorrect
LD19;schaas;non-word;non-word;non-word;230,7449999;i;correct
KF72;dodel;non-word;non-word;non-word;230,745;i;correct
NU88;schaas;non-word;non-word;non-word;230,865;ie;correct
LD19;baam;non-word;non-word;non-word;230,8700001;i;correct
BC71;lamper;non-word;non-word;non-word;230,965;ie;correct
FI42;raafde;non-word;non-word;non-word;230,9950001;ie;correct
NX81;vaden;non-word;non-word;non-word;231;i;correct
CF47;malken;non-word;non-word;word;231,01;i;incorrect
LF24;plap;non-word;non-word;non-word;231,02;ie;correct
FX75;fraat;non-word;non-word;non-word;231,055;i;correct
NF91;bool;non-word;non-word;non-word;231,0649999;ie;correct
CU89;galzen;non-word;non-word;non-word;231,1;ie;correct
MF96;baaks;non-word;non-word;non-word;231,175;i;correct
SF29;gacht;non-word;non-word;word;231,235;i;incorrect
BD54;braan;non-word;non-word;non-word;231,24;ie;correct
MF88;bromen;non-word;non-word;non-word;231,625;i;correct
BF11;schoom;non-word;non-word;non-word;231,745;ie;correct
JU99;famen;non-word;non-word;non-word;231,745;i;correct
BU54;sanen;non-word;non-word;non-word;232;i;correct
SN78;krankt;non-word;non-word;non-word;232;i;correct
SN78;vaden;non-word;non-word;non-word;232;i;correct
BH43;kraden;non-word;non-word;non-word;232,165;i;correct
TY61;vaden;non-word;non-word;non-word;232,195;i;correct
MF88;vaden;non-word;non-word;non-word;232,21;i;correct
NN33;vertaag;non-word;non-word;non-word;232,27;ie;correct
MF88;ganger;non-word;non-word;non-word;232,35;i;correct
BC71;fraal;non-word;non-word;non-word;232,355;ie;correct
NN33;gonnen;non-word;non-word;word;232,385;ie;incorrect
NU88;raps;non-word;non-word;non-word;232,425;ie;correct
NN33;tattig;non-word;non-word;non-word;232,44;ie;correct
FF38;drokken;non-word;non-word;non-word;232,525;ie;correct
BC71;balten;non-word;non-word;word;232,54;ie;incorrect
GT29;zolden;non-word;non-word;word;232,695;ie;incorrect
LO27;schaas;non-word;non-word;non-word;232,72;i;correct
LF24;zomel;non-word;non-word;non-word;232,795;ie;correct
LD19;sanen;non-word;non-word;non-word;232,805;i;correct
FI03;mokker;non-word;non-word;non-word;232,845;i;correct
SN78;rons;non-word;non-word;non-word;233;i;correct
NF91;rons;non-word;non-word;non-word;233,0100001;ie;correct
NF64;galzen;non-word;non-word;non-word;233,02;i;correct
SV59;aanbol;non-word;non-word;non-word;233,145;ie;correct
NX92;gonnen;non-word;non-word;word;233,2900001;i;incorrect
FE43;mokker;non-word;non-word;non-word;233,385;i;correct
GR22;voolt;non-word;non-word;non-word;233,41;i;correct
DE53;morter;non-word;non-word;non-word;233,485;i;correct
LE65;lop;non-word;non-word;non-word;233,56;ie;correct
DX78;lard;non-word;non-word;non-word;233,62;ie;correct
LE65;gebacht;non-word;non-word;non-word;233,64;ie;correct
CP39;sotus;non-word;non-word;non-word;233,6800001;i;correct
BD00;smaren;non-word;non-word;non-word;233,7100001;ie;correct
MH99;hank;non-word;non-word;word;233,7250001;i;incorrect
CF70;dodel;non-word;non-word;non-word;233,75;ie;correct
DE18;kraden;non-word;non-word;non-word;233,81;ie;correct
DX78;haden;non-word;non-word;non-word;233,9;ie;correct
BT89;baaks;non-word;non-word;non-word;233,965;ie;correct
LF24;pops;non-word;non-word;non-word;234,065;ie;correct
NN33;morter;non-word;non-word;non-word;234,07;ie;correct
NN33;oolde;non-word;non-word;non-word;234,16;ie;correct
GF66;damen;non-word;non-word;word;234,21;ie;incorrect
CF47;aven;non-word;non-word;non-word;234,265;i;correct
KE71;gebacht;non-word;non-word;non-word;234,27;ie;correct
BF11;zook;non-word;non-word;non-word;234,4600001;ie;correct
NF91;warken;non-word;non-word;non-word;234,5749999;ie;correct
XX28;fraal;non-word;non-word;non-word;234,595;i;correct
BC71;wost;non-word;non-word;word;234,675;ie;incorrect
GT29;okte;non-word;non-word;non-word;234,725;ie;correct
BH43;geband;non-word;non-word;non-word;234,78;i;correct
MF86;schoom;non-word;non-word;non-word;234,8;i;correct
BT89;vaden;non-word;non-word;non-word;234,825;ie;correct
BF11;mang;non-word;non-word;non-word;234,83;ie;correct
JD97;ootheid;non-word;non-word;word;234,845;i;incorrect
KF72;lochten;non-word;non-word;non-word;234,87;i;correct
MF96;schoom;non-word;non-word;non-word;234,885;i;correct
PU79;plap;non-word;non-word;non-word;235,03;i;correct
LD19;drokken;non-word;non-word;non-word;235,06;i;correct
MF86;smaren;non-word;non-word;non-word;235,1000002;i;correct
BC71;sponen;non-word;non-word;non-word;235,125;ie;correct
NF91;lochten;non-word;non-word;non-word;235,42;ie;correct
NF64;armel;non-word;non-word;non-word;235,45;i;correct
BU67;broon;non-word;non-word;non-word;235,49;i;correct
LE65;vogen;non-word;non-word;word;235,51;ie;incorrect
FF20;trak;non-word;non-word;non-word;235,515;ie;correct
DV10;bopel;non-word;non-word;non-word;235,525;i;correct
EE40;naafs;non-word;non-word;non-word;235,535;ie;correct
MF96;naafs;non-word;non-word;non-word;235,545;i;correct
MF96;spaag;non-word;non-word;non-word;235,605;i;correct
KF72;aanbag;non-word;non-word;non-word;235,745;i;correct
LF24;grons;non-word;non-word;non-word;235,77;ie;correct
DV10;votten;non-word;non-word;non-word;235,7800001;i;correct
DV10;ploog;non-word;non-word;non-word;235,91;i;correct
HO46;spaag;non-word;non-word;non-word;235,98;ie;correct
SN78;bopel;non-word;non-word;non-word;236;i;correct
LE65;krankt;non-word;non-word;non-word;236,145;ie;correct
GF66;famen;non-word;non-word;non-word;236,155;ie;correct
MD88;vorn;non-word;non-word;non-word;236,295;ie;correct
GT29;bromen;non-word;non-word;word;236,34;ie;incorrect
FF38;zoren;non-word;non-word;non-word;236,395;ie;correct
